risk_id,cluster_id,event_type,primary_asset_or_service,evidence_ids,title,risk_category,business_function,assets_or_services,scenario,evidence_strength,likelihood_baseline,impact_baseline,risk_score_baseline,internal_signals_used,internal_outage_refs,likelihood_adjusted,impact_adjusted,risk_score_adjusted,confidence,availability_impact,financial_impact,regulatory_impact,reputation_impact,safety_impact,impact_narrative,existing_controls,control_gaps,recommended_actions,framework_mapping,owner_suggested,score_rationale,executive_summary,last_updated
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000011,SECURITY_BREACH,UNKNOWN,EV-302272D3FE,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,UNKNOWN,"If a third-party breach exposes sensitive data, the organization may face regulatory reporting obligations, financial losses, and reputational harm.",Weak,2,4,8,False,,,,,Medium,2,4,5,4,1,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",,,Strengthen third-party security requirements | Improve monitoring/detection | Review data minimization and access controls,NIST AC-3; NIST SI-4; NIST SA-9,,"Derived from incident cluster CL-000011. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_BREACH.",Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-10-07 to 2025-10-07 across 1 source(s). Representative sources: Discord warns users after data stolen in third-party breach - Malwarebytes,2026-03-18T19:26:57
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000012,SECURITY_RANSOMWARE,UNKNOWN,EV-52E1DB27D9,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,UNKNOWN,"If ransomware compromises critical systems, operations may halt and recovery timelines may increase due to containment, restoration, and validation needs.",Weak,2,5,10,True,INC-0006,3.0,5.0,15.0,High,5,4,3,4,1,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",,,Harden privileged access | Immutable backups + frequent restore testing | Improve incident response playbooks,NIST IR-4; NIST CP-9; NIST AC-2,,"Derived from incident cluster CL-000012. Evidence strength=Weak, evidence_count=1, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_RANSOMWARE. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0006.","Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2025-10-08 to 2025-10-08 across 1 source(s). Representative sources: Asahi Group Holdings Ransomware Attack 2025: Digital Order System Disrupted, Nationwide Beer Shortage in Japan - Rescana",2026-03-18T19:26:57
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000013,OUTAGE_NETWORK,network,"EV-B0669977DC,EV-B0669977DC",Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,network,"If core network connectivity fails, users and systems may lose access to critical services, disrupting operations and recovery actions.",Medium,3,4,12,True,INC-0004,4.0,5.0,20.0,High,5,3,2,3,1,"OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Increase network redundancy | Improve failover testing | Add synthetic monitoring for critical paths,NIST CP-2; NIST SC-5; ISO22301 8.4,,"Derived from incident cluster CL-000013. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_NETWORK. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0004.",Risk signal (Medium): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2025-10-13 to 2025-10-13 across 2 source(s). Representative sources: Verizon Wireless Network Outage Affects a Number of U.S. Cities - Inside Towers | Verizon Wireless Network Outage Affects a Number of U.S. Cities - Inside Towers,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000014,OUTAGE_CLOUD_REGION,cloud,"EV-D4AA0C97C8,EV-D4AA0C97C8",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000014. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-19 to 2025-10-19 across 2 source(s). Representative sources: Amazon’s cloud services unit AWS nears recovery after major outage - Honolulu Star-Advertiser | Amazon’s cloud services unit AWS nears recovery after major outage - Honolulu Star-Advertiser,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000015,OUTAGE_CLOUD_REGION,cloud,"EV-E1C058A8F2,EV-E1C058A8F2",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000015. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 2 source(s). Representative sources: The AWS US-East Outage: A Wake-Up Call For Cloud Resilience - Forrester | The AWS US-East Outage: A Wake-Up Call For Cloud Resilience - Forrester,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000016,OUTAGE_CLOUD_REGION,cloud,"EV-78049EC956,EV-78049EC956",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000016. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.","Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 2 source(s). Representative sources: Amazon cloud computing outage disrupts Snapchat, Ring and many other online services - PBS | Amazon cloud computing outage disrupts Snapchat, Ring and many other online services - PBS",2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000017,OUTAGE_CLOUD_REGION,cloud,"EV-0A24ACD7CB,EV-0A24ACD7CB",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000017. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 2 source(s). Representative sources: Amazon Cloud Outage Reveals Democratic Deficit in Relying on Big Tech - Tech Policy Press | Amazon Cloud Outage Reveals Democratic Deficit in Relying on Big Tech - Tech Policy Press,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000018,OUTAGE_CLOUD_REGION,cloud,"EV-52DA69C10E,EV-52DA69C10E",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000018. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 2 source(s). Representative sources: Outage at Amazon cloud service unit causes major disruption - dw.com | Outage at Amazon cloud service unit causes major disruption - DW.com,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000019,OUTAGE_CLOUD_REGION,cloud,"EV-42C77CE4E4,EV-42C77CE4E4",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Medium,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000019. Evidence strength=Medium, evidence_count=2, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Medium): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 2 source(s). Representative sources: An Amazon outage has rattled the internet. A computer scientist explains why the ‘cloud’ needs to change - The Conversation | An Amazon outage has rattled the internet. A computer scientist explains why the ‘cloud’ needs to change - The Conversation,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-0785DCC0,CL-000020,OUTAGE_CLOUD_REGION,cloud,"EV-408A067684,EV-408A067684,EV-408A067684,EV-408A067684",Cloud region outage disrupts hosted workloads,Technology,Distribution Operations,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Strong,3,4,12,False,,,,,Medium,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Distribution Operations, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000020. Evidence strength=Strong, evidence_count=4, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION.",Risk signal (Strong): OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations. Evidence window: 2025-10-21 to 2025-10-21 across 4 source(s). Representative sources: AWS Outage Highlights Cloud Dependency Risks in Supply Chains - Logistics Viewpoints | AWS Outage Highlights Cloud Dependency Risks in Supply Chains - Logistics Viewpoints,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000021,OUTAGE_CLOUD_REGION,cloud,"EV-3AA80863BB,EV-3AA80863BB,EV-3AA80863BB,EV-3AA80863BB",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Strong,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000021. Evidence strength=Strong, evidence_count=4, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Strong): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 4 source(s). Representative sources: AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International | AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International,2026-03-18T19:26:57
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000022,OUTAGE_CLOUD_REGION,cloud,"EV-A866428D1D,EV-A866428D1D,EV-A866428D1D,EV-A866428D1D",Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Strong,3,4,12,True,INC-0005,4.0,5.0,20.0,High,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000022. Evidence strength=Strong, evidence_count=4, confidence=Medium. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION. Internal enrichment: matched_outages_last_365d=1, sev1/high/critical=1, refs=INC-0005.",Risk signal (Strong): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 4 source(s). Representative sources: Amazon says AWS cloud service back to normal after outage disrupts businesses worldwide - Reuters | Amazon says AWS cloud service back to normal after outage disrupts businesses worldwide - Reuters,2026-03-18T19:26:57
RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000023,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,EV-EB42DD50B1,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,UNKNOWN,"If CYBER_OPERATIONAL_DISRUPTION occurs, IT Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,,,"Derived from incident cluster CL-000023. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for CYBER_OPERATIONAL_DISRUPTION.",Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: Massachusetts Hospitals Experiencing Disruption Due to Cyberattack - The HIPAA Journal,2026-03-18T19:26:57
