evidence_id,profile_id,search_query,source_type,publisher,title,published_date,ingested_date,url,normalized_title,raw_snippet,normalized_snippet,event_keywords,asset_keywords,entity_keywords,business_function_hint,event_type_hint,recency_days,is_duplicate_flag,relevance_score
EV-346ABBEE9D,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,vocal.media,How RFID Technology and IoT Are Transforming Warehouse Management - vocal.media,2024-09-20,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxNWXZqdVREUXd4NkNWeWR3OXNqNm1MSXVUMmFQYTIyalFRVF9ZcnlaajJTbmlfeE1aS0dmZG5vTHYxRUxOck01QkIzZTdUMGFmNUkzVnBXS054XzFxYS1UNW82NHFibGpYY2NSR2tIZ2NGOUh4bWdhSlQ3VjNGZ3VCRWRDdFozSGc2WGZmU3A5cEsyYU5kZTBOdUZ3?oc=5,how rfid technology and iot are transforming warehouse management vocal media,How RFID Technology and IoT Are Transforming Warehouse Management vocal.media,how rfid technology and iot are transforming warehouse management vocal media,,,,Distribution Operations,UNKNOWN,544,False,0.25
EV-974C2A6CFB,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Design World,Drones take the night shift for improved inventory tracking - Design World,2023-01-03,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxOeGV5Wi01anBXSlZlZE9EWVA2T01DZzNEbGdHTk5PeUJ1OHZuS2lXNDJqbkZWYjREamtUT21OQ3ctZm4tczgyWVhxQ2tEX0k1R1piaGY0RXd0YU90ZjhMSFhGaGJwTFVxOVV5TjhpU2hHZWVsOXNCeHVlT25LS1RSczVJQWx3OTVBaFdQQjQwMHg5ckNzYWpGZTJn?oc=5,drones take the night shift for improved inventory tracking design world,Drones take the night shift for improved inventory tracking Design World,drones take the night shift for improved inventory tracking design world,,,,Distribution Operations,UNKNOWN,1170,False,0.2
EV-83BFAE7E2E,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Forbes,Supercharging A Warehouse’s Performance With AI-Driven Computer Vision - Forbes,2024-09-20,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxNRnFIR0FoYTlDQWozR1o5VWhrNUN5V1VxbkpxdzVwVjA5YTZqYVNhY3Q4YmtvNG94TnJaXzNGQkRlOEdCVENXVUp5REh0ZlVoQXBmNzJCWkJCUUo4S3Z5YzJ0VFk5WEY5d04tNG1pNUItbFR6SWxxZlJUalAtaHNDTnZsNGV5VU5xb2dsLUFETEViMnY1ZGxvQVBRRVNfMmFSN3gyNkJZMnBaWDQ3Qy1hd3E0cmxtNlpMdGoyeW1hdw?oc=5,supercharging a warehouse s performance with ai driven computer vision forbes,Supercharging A Warehouse’s Performance With AI-Driven Computer Vision Forbes,supercharging a warehouse s performance with ai driven computer vision forbes,,,,Distribution Operations,UNKNOWN,544,False,0.25
EV-D155379948,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Cybersecurity Dive,Morrisons recovers warehouse systems following attack on Blue Yonder - Cybersecurity Dive,2024-12-06,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMijAFBVV95cUxPN0hJS1RuWjhxTFJXUUVWUXhzaWFzVEFnc1A3VG9pNlJ3cG9qSWxMT0VzVnJmeG1VU1hnbGhNYnRPTG5ITi1rOGlWeWZzVEdlQjFnMzNVVEpPX1djU0YxS0hwbm5BQVhubk9pSGhqT3YzWGFwYjNVek1hSWF2dUx5VERLR1gxV052N0ZIVA?oc=5,morrisons recovers warehouse systems following attack on blue yonder cybersecurity dive,Morrisons recovers warehouse systems following attack on Blue Yonder Cybersecurity Dive,morrisons recovers warehouse systems following attack on blue yonder cybersecurity dive,,,,Distribution Operations,UNKNOWN,467,False,0.25
EV-CA93FC1654,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Inbound Logistics,Warehouse Automation: The Next Generation - Inbound Logistics,2016-01-27,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQTVZlYjJfVjV0RW5leTU1dDJORVFLaTdvYXRnc0YtejFEamsteUNiZGhrbnR1d0tyVVBKSEEtdXpJWkdXMVA3cnI3ZUs1b0s1eTkxQkFRd1hwTUR4WXZWd1ZWdnR3UzJqZFFjbHBLa08wUERHY3lGb05kRTg5elZmdXRISXNmQ3d2Q280?oc=5,warehouse automation the next generation inbound logistics,Warehouse Automation: The Next Generation Inbound Logistics,warehouse automation the next generation inbound logistics,,,,Distribution Operations,UNKNOWN,3703,False,0.25
EV-270E12DA5B,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,army.mil,Automatic identification technology improves speed and accuracy - army.mil,2019-07-16,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxQYmxzOUpwVGtMTnZfQlFjcEhHWEc1ck05Y1ZKbnJpaWhBRVBpTWtJTld3YjlBX0xvUTdfR0lraVZHb2NOTGJhbWNuTHBqTDlpa3owTHdqRWd0TkVWWE1UZUVUeGRMdDg0NHVScE5BdUhTN0FTazVoaTBLVFM2SXREaVBUcUw1bU9QZTJUQ3NUcEVKZGFoYndIOFRWaUdjenFD0gGmAUFVX3lxTFAtbFBJaVhsbm0xY054djlPSVRfRzdfWWFSb0ZkTkNpbF9BVWRJa3JJZjhleXNlZ1FoOTZ4d1NGOE42R1NYRkV2R2h3UUppSkR6Ri1qQUlDaXpxQjNmWWNERlJBR2F6VjA1TmROZEZyYVJFOXo0cjIyVlljOHpUUmtfanZKZFVYTV9DNWFqTl9saFZ5V0tLY2J5bjFzdXdWV3ZrSXRjemc?oc=5,automatic identification technology improves speed and accuracy army mil,Automatic identification technology improves speed and accuracy army.mil,automatic identification technology improves speed and accuracy army mil,,,,Distribution Operations,UNKNOWN,2437,False,0.0
EV-161BE62013,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,StartUs Insights,Discover the Top 10 3PL Trends & Innovations in 2025 - StartUs Insights,2025-05-30,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMibkFVX3lxTFBOSjJXdGdtX1FQZjVlNThiU3YtaWdRZWEyT0NsXzU2cWNSbWJhaHZycHRFWUlVOVllOU1JRTMwakV4dlJHS0lVZV9obW5vc3FpOHl6dDBkbWNXcmtwTlNwN1h2MG9xTmtDSlQxT0pR?oc=5,discover the top 10 3pl trends innovations in 2025 startus insights,Discover the Top 10 3PL Trends & Innovations in 2025 StartUs Insights,discover the top 10 3pl trends innovations in 2025 startus insights,,,,Distribution Operations,UNKNOWN,292,False,0.0
EV-8375306A2A,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Supply Chain Brain,How an ERP Debacle Triggered Supply-Chain Transformation at Finning Canada - Supply Chain Brain,2017-05-08,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxPdEI2TDF2RGNPbmVBYTJfaFJkY0U5MHRzMUhnMk9ZaldVZHB5SlZydWFKMlNKSzBraGxRNDhrT3ByQ1RDdElHYzBJY3Q4VTJGWnFxM1hqWUx3bW1aZUJNMGFpR2lnZkVhMzlxTEJEYU5iVmxtWDlEX0RBWml3ZVhGenB4cmwzM0JxSFhiNUN2ZU82ZHpWOXpYa0JkVGdUMzRxTHZ6ZGo4TnhoakduZ2NtTGMwZHRVNnRJazV4YkhhUQ?oc=5,how an erp debacle triggered supply chain transformation at finning canada supply chain brain,How an ERP Debacle Triggered Supply-Chain Transformation at Finning Canada Supply Chain Brain,how an erp debacle triggered supply chain transformation at finning canada supply chain brain,,erp,,Distribution Operations,UNKNOWN,3236,False,0.15
EV-533E766CA9,SP-001,"warehouse management system outage distribution center,RF scanning,inventory system",news,Logistics Online,Goods-To-Person Order Fulfillment Poses A Radical Shift In Thinking For Many DC Executives - Logistics Online,2012-08-28,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMiywFBVV95cUxPc0t3bDNFLTJ0Q2JYeWtrRkRQYmJYR0xyTWZSLTNFM1VCempKODRnRmROcVQwQ0hHcmlCblduSUZocm90QjBRQmVEaVZNUXNGRFB0UGlrTlgxUFc2R1IyNWtQV2N1VnhsOUNVRVVHbkRoUmtrYll1UmJLSzhRbzVxTTk5U2tuVjZyZFE4TU9sNzVQODN6amZrTE5sQnl0Z2FkWWs1TTY2YXN2SjdFSDNYOFBrcGZBdFRJNVlESWtlN0VUbkNWb3NTc25WSQ?oc=5,goods to person order fulfillment poses a radical shift in thinking for many dc executives logistics online,Goods-To-Person Order Fulfillment Poses A Radical Shift In Thinking For Many DC Executives Logistics Online,goods to person order fulfillment poses a radical shift in thinking for many dc executives logistics online,,,,Distribution Operations,UNKNOWN,4950,False,0.0
EV-E0AF77E9D5,SP-001,"distribution center,RF scanning,inventory system",news,American Hospital Association,RFID Solutions Attract Attention for Medication Inventory Management - American Hospital Association,2025-02-25,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNVy1CVkxIbzdrWnhDU2pfNUVZVGFJdGVpMkJyNXRBWlhkbFhqYzFjY1RjMW9jMnppcDQ2ZUpHcmlJZF85NGUyUFBHeVZCRjB6RUxLRkhBSzBtWlUtT0RUVEd5VXh1eDF0RmdHSkRHUE85M01jaVhDUFFOVkRMRFlFNEFKS1lVY1FQZXp3dVlhX0JiRlhvelRnWEs3Ni1yVHVLbGc4b3pqempBRnZaS244U05sQThoUk45X1EwNWtlcHcyYnFPbGpzaTkxZUhENERMb1E?oc=5,rfid solutions attract attention for medication inventory management american hospital association,RFID Solutions Attract Attention for Medication Inventory Management American Hospital Association,rfid solutions attract attention for medication inventory management american hospital association,,,,Distribution Operations,UNKNOWN,386,False,0.45
EV-844EFA8E1B,SP-001,"distribution center,RF scanning,inventory system",news,Chipotle,CHIPOTLE TESTS RFID TECHNOLOGY FOR TRACEABILITY - Chipotle,2022-03-31,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMikgFBVV95cUxPeVJTcTVJSU1DT1FTTk5mQlJwcTBXVTRlakJ5cnlvYVg1YTFoeTB3VnJiNlJEbENJM09fWGFtaXo0MDJJbkthS191SWVCZTUweTU2V3dmTTdrclNVbW5oZl90bFlzd0FnNzUwekxmUE53VFNhMV9PVEVBVTNnaGczLXJUV2RoWjFaNlpRSkp4ci01dw?oc=5,chipotle tests rfid technology for traceability chipotle,CHIPOTLE TESTS RFID TECHNOLOGY FOR TRACEABILITY Chipotle,chipotle tests rfid technology for traceability chipotle,,,,Distribution Operations,UNKNOWN,1448,False,0.0
EV-B80F115E98,SP-001,"distribution center,RF scanning,inventory system",news,Nation Thailand,DKSH Modernises Distribution Operations with Major Technology Upgrade - Nation Thailand,2025-09-17,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMiakFVX3lxTE8xdG00bDFZRllWWGNMWWppeUY3aGlXeXo3bUEtQ1VZNEJtMmFON3JpNFhUS19oU2NiTUUxTWNSU1dRakFhczNrS2JGWGlWbldTekZvcms4dkdGaFNkZjd3NFdPTi0yaEplV1E?oc=5,dksh modernises distribution operations with major technology upgrade nation thailand,DKSH Modernises Distribution Operations with Major Technology Upgrade Nation Thailand,dksh modernises distribution operations with major technology upgrade nation thailand,,,,Distribution Operations,UNKNOWN,182,False,0.2
EV-FBEB525C54,SP-001,"distribution center,RF scanning,inventory system",news,Indianapolis Business Journal,Warehouse drones scan codes to help track inventory - Indianapolis Business Journal,2023-12-08,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMihwFBVV95cUxNZHNLTFc3VnJKWVkwMnBqN0RqQjY3ZUZybm1rMTVJNmY4aV9CcjlqM2tib20wb3k2Q1k1c1B0X1NUaUNEd1Z4WFNybnBwNkpTSnRrbDNBNXZYODNreG1Ca1kxc0NkM3R5eTZJRks0WHBMcVlOZWZDX1pOc3FvTHRNUkN0a2twVGM?oc=5,warehouse drones scan codes to help track inventory indianapolis business journal,Warehouse drones scan codes to help track inventory Indianapolis Business Journal,warehouse drones scan codes to help track inventory indianapolis business journal,,,,Distribution Operations,UNKNOWN,831,False,0.45
EV-118DE9797E,SP-001,"distribution center,RF scanning,inventory system",news,DVIDS,Video - DLA demonstrates AI toolkit for modern logistics - DVIDS,2026-01-21,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxQWFBSWXcxMkZ3eXByaFl5c2ctQzJncF9ael9XbC1lXzVDNU9ETllJOTBNNWdSaHRMUHhlZnZRZ0lDZ0U0SmM0R3FSOVBtOHhoR3hSbnVncEJnX2F5YllGMldPa3hqZkVyZldxZEVnX2tQb1BWMWZDR2M1dWVjb3FyMVhpZ0xHdm03T3c?oc=5,video dla demonstrates ai toolkit for modern logistics dvids,Video - DLA demonstrates AI toolkit for modern logistics DVIDS,video dla demonstrates ai toolkit for modern logistics dvids,,,,Distribution Operations,UNKNOWN,56,False,0.1
EV-77D0D1CD26,SP-001,"distribution center,RF scanning,inventory system",news,A3 Association for Advancing Automation,Editorials: Top 16 Warehouse Automation Trends to Know | Cyngn - A3 Association for Advancing Automation,2025-06-23,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxQNkRZRmE4c1pYc0pBaC1ZUjI4YUwyN2FlZDNiVGJMLUdNd2RsZUF2b0M0Ml9HTXlGMUF0TnNZLXBXU2NSV0t1cWpJWE9DLW4zc29lZ25fZ1dGb2RSX1EtaUd4NVhUYkZsM0VHdW51VTVVd2Q0ZjFmeWdKNi1FNDBwNA?oc=5,editorials top 16 warehouse automation trends to know cyngn a3 association for advancing automation,Editorials: Top 16 Warehouse Automation Trends to Know | Cyngn A3 Association for Advancing Automation,editorials top 16 warehouse automation trends to know cyngn a3 association for advancing automation,,,,Distribution Operations,UNKNOWN,268,False,0.25
EV-346ABBEE9D,SP-001,"distribution center,RF scanning,inventory system",news,vocal.media,How RFID Technology and IoT Are Transforming Warehouse Management - vocal.media,2024-09-20,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxNWXZqdVREUXd4NkNWeWR3OXNqNm1MSXVUMmFQYTIyalFRVF9ZcnlaajJTbmlfeE1aS0dmZG5vTHYxRUxOck01QkIzZTdUMGFmNUkzVnBXS054XzFxYS1UNW82NHFibGpYY2NSR2tIZ2NGOUh4bWdhSlQ3VjNGZ3VCRWRDdFozSGc2WGZmU3A5cEsyYU5kZTBOdUZ3?oc=5,how rfid technology and iot are transforming warehouse management vocal media,How RFID Technology and IoT Are Transforming Warehouse Management vocal.media,how rfid technology and iot are transforming warehouse management vocal media,,,,Distribution Operations,UNKNOWN,544,False,0.25
EV-0B27BB5354,SP-001,"distribution center,RF scanning,inventory system",news,MIT News,Drones relay RFID signals for inventory control - MIT News,2017-08-25,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMif0FVX3lxTE8ySThUckNsVDVLcVhYc2FzT1lUWXdxdWdDWXNuYlVBMW1adkZOT0NYaUcwc2ZxMkN5REhNelA1enVOd3RMd01RdXh0UGFLZjhYNTk0YlE0bGFwMzVKSVFNNklWNzF2TTVJSHZRVE1uYkozRldDRktyb1ZrQWExZ3M?oc=5,drones relay rfid signals for inventory control mit news,Drones relay RFID signals for inventory control MIT News,drones relay rfid signals for inventory control mit news,,,,Distribution Operations,UNKNOWN,3127,False,0.2
EV-9BA8F52BFE,SP-001,"distribution center,RF scanning,inventory system",news,Restaurant Dive,Chipotle tests RFID technology to improve food traceability - Restaurant Dive,2022-03-31,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMipgFBVV95cUxNbTRhb2tLOHlVUHBNTEllYi1TRC1sbVQwVTB0bk5WSEtsSFZyTEsyaU40RmdMdkN0V2lyaWdZUmtTWmpMMEo1TGZhRkswNUh6U0ppVUhORE93a09iaWd2YXJxWDFXRnkxRExpR1V1d1docENXdDQtUUZRUzBrQXRqSHhzdUFCbWREVWlNRTVhQk9UaV9VT2pLOWFWbGVFQXJWaTFPWEF3?oc=5,chipotle tests rfid technology to improve food traceability restaurant dive,Chipotle tests RFID technology to improve food traceability Restaurant Dive,chipotle tests rfid technology to improve food traceability restaurant dive,,,,Distribution Operations,UNKNOWN,1448,False,0.0
EV-BEFA398775,SP-001,"distribution center,RF scanning,inventory system",news,DC Velocity,Tovala cooks up a smarter inventory management system - DC Velocity,2023-02-20,2026-03-19T00:02:59+00:00,https://news.google.com/rss/articles/CBMimwFBVV95cUxOdHMwX2d4OGwtcTJzZFBSQXQzS1R5UUhjSXZ1YVV5SUpIS1dJTW5RMU12QXc4V3I3bjVGcExId0t2ay16V21PNVZmTkdfSDM1VmNWc2pkenZMZy16SkI4b3pKMjRIYVlRQ0dldE5CVzJaOWt4bmFKZ1ZrTmF0VlRsUkdjTTZIX3A4dlV2MHBYdFpkV293b2I5bEFkbw?oc=5,tovala cooks up a smarter inventory management system dc velocity,Tovala cooks up a smarter inventory management system DC Velocity,tovala cooks up a smarter inventory management system dc velocity,,,,Distribution Operations,UNKNOWN,1122,False,0.45
EV-9608ABD6D4,SP-002,ERP outage,news,theregister.com,SAP apologizes for customer portal outage - theregister.com,2025-11-17,2026-03-19T00:03:00+00:00,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9TTkp4ZjFVd1B1Zm5Wekp3dmpmS19OSTYzeHhyeGtYXzZkRnZMUGFKRnRNY1NvMnBpYWE5TVRMZUM2S3N0Z2kyS3Etd1pQWDlKb19ZTzBKNVNNX0c2OEt3eHpxS3Y3NUZ6?oc=5,sap apologizes for customer portal outage theregister com,SAP apologizes for customer portal outage theregister.com,sap apologizes for customer portal outage theregister com,outage,,,Order Processing,OUTAGE_APPLICATION,121,False,0.55
