rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
11,RISK-OUTAGE_NETWORK-NETWORK-29A3FACF,CL-000091,Network outage disrupts connectivity to critical services,Technology,Supplier Integration,OUTAGE_NETWORK,network,15,3,5,8,15,Weak,High,True,INC-0003,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Frantic Friday: Network Outage Brings Delta's Detroit Hub To A Halt - Simple Flying,"OUTAGE_NETWORK affecting network can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-11-20,2025-11-20,Logistics Viewpoints,https://news.google.com/rss/articles/CBMioAFBVV95cUxOMzlQYjZaNVl5czE3c1BTbGlDUExCakMtVUJGeV9JMFpPNzRaTEd6RFY2bTR6X1lLcm1FYWJsSGxabGprYU5KQmhUN0FjNnM2VFlsTHdyR3oxV1c5OVJuNDI4MXdDeUZCU1RKbkFpVW44NlY3UG93TmNocVFsLUFsd0xjV3VaLUtLR3RoQVpBWHN3am9mU21IM0Y5REsyM1Vj?oc=5,,,UNKNOWN affecting UNKNOWN in Transportation & Logistics.
12,RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000096,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,SECURITY_RANSOMWARE,UNKNOWN,15,3,5,10,15,Weak,High,True,INC-0006,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,"Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2025-12-11 to 2025-12-11 across 1 source(s). Representative sources: Ransomware surge intensifies across industrial sectors, with manufacturing accounting for 72% of Q3 cases - Industrial Cyber","SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-11-27,2025-11-27,Data Center Dynamics,https://news.google.com/rss/articles/CBMirgFBVV95cUxPM2dWdnRqTXoxVXVOSGVuY2tBb01RWEFuNTVhdWIwR0hETndEMVcxVDhJUnBOVWR6QUlFWU1jSjRYdnM0QmdJd1RhOTQ4bmxVcEFEZG9UUmhoWjJvdEU4UVYzTWZOZmdjbVl0RTBpdGxiTklkWF9mbnk5eU1wTmJZbzlmdmVpUTBudjZpbVg5eXNycE9ELWEwSTNpREtFT1kyYllxWlJOc3RMdXFEOVE?oc=5,outage,,OUTAGE_NETWORK affecting network in Transportation & Logistics.
13,RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000114,Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,OUTAGE_NETWORK,network,15,3,5,8,15,Weak,High,True,INC-0004,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-20 to 2026-01-20 across 1 source(s). Representative sources: Verizon outage: Analysts and more weigh in - Fierce Network,"OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-01-06,2026-01-06,JD Supra,https://news.google.com/rss/articles/CBMiigFBVV95cUxNWkNSVWN1WlB2X3dWdjcweTBLeFJXSURlNmd6THR0RmwtNGwySUFianNKOWNhb1haMFdoS1FLTk0wMGNKRm94LURtQ3pOOXN3YnRJNzFNYURYblgtTUVIeXM2NG9ueUs4YnlFaW1LdklURkFLTmV5ZnZ5X3ZYNVhkV29ROTE0Z1JVY2c?oc=5,,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
14,RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000115,Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,OUTAGE_NETWORK,network,15,3,5,8,15,Weak,High,True,INC-0004,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,"Risk signal (Weak): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-21 to 2026-01-21 across 1 source(s). Representative sources: The Verizon outage reveals the end of five-nine network reliability, and it could happen again - PhoneArena","OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-01-06,2026-01-06,JD Supra,https://news.google.com/rss/articles/CBMiigFBVV95cUxNWkNSVWN1WlB2X3dWdjcweTBLeFJXSURlNmd6THR0RmwtNGwySUFianNKOWNhb1haMFdoS1FLTk0wMGNKRm94LURtQ3pOOXN3YnRJNzFNYURYblgtTUVIeXM2NG9ueUs4YnlFaW1LdklURkFLTmV5ZnZ5X3ZYNVhkV29ROTE0Z1JVY2c?oc=5,,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
15,RISK-OUTAGE_IDENTITY-IDENTITY-18AA8247,CL-000126,Centralized identity/SSO outage disrupts workforce access,Technology,Cloud Infrastructure,OUTAGE_IDENTITY,identity,15,3,5,8,15,Weak,High,True,INC-0005,Implement break-glass access for critical systems | Add synthetic login monitoring,NIST IA-2; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_IDENTITY affecting identity in Cloud Infrastructure. Evidence window: 2026-02-04 to 2026-02-04 across 1 source(s). Representative sources: Azure outage disrupts VMs and identity services for over 10 hours - Network World,"OUTAGE_IDENTITY affecting identity can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-01-16,2026-01-16,CNET,https://news.google.com/rss/articles/CBMie0FVX3lxTE5zNzRPNUVMMDg1cGlpREUtYmpheXZxOHJDV2VjQ25kRjlNWlBocWh5Njk4dHhwYUVwVklUal9jX3RYbWxDVzFHUS1wMVlWM0txWmlMWUQtbm1WbVFQcFdJa3Q2TFFiem9MQ0VFdjdGV1dWc3hfazRfbTV1aw?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Network Infrastructure.
16,RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000155,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,SECURITY_RANSOMWARE,UNKNOWN,15,3,5,10,15,Weak,High,True,INC-0006,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2026-03-10 to 2026-03-10 across 1 source(s). Representative sources: Expanding ransomware reach intensifies sector-wide cyber exposure - Insurance Business,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-03-01,2026-03-01,Data Center Knowledge,https://news.google.com/rss/articles/CBMisgFBVV95cUxQUU00VUcyNzlleFc2RXo5bkFPTnl1RmJqSHozVmNjNzZsVTVJZkNQTmI4amx6QzFsenk3cDlxclQ0dEdPM2J0dXRCS0VObzdBTXNmWlZ4aWtZaU1ZX3c1YkJpMDhXaklOdGNKaFJyajB0VmRtbUJkYS1Qd2xUZExCdUstbndIb1ZuWlpkdTExbWVQdFpaUmlLdE5wa1dLRjVtWnJVRlpoUHpfMm03dGI2OUlR?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Physical Infrastructure.
17,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000183,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,OUTAGE_CLOUD_REGION,cloud,15,3,5,8,15,Weak,High,True,INC-0005,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2026-04-07 to 2026-04-07 across 1 source(s). Representative sources: Critical cloud outage risk remains significant despite decline in occurrence: Parametrix - Reinsurance News,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,Healthcare IT News,https://news.google.com/rss/articles/CBMihgFBVV95cUxNc3QzX1lMX1AzcDZ4ZlQwb2YyMWdWSmVXenB3N29pcHR3eUVKcFp2c3FWMG5rcWN2N2RscC1uLWRwZ0R6Q2hidnEyZ1VBMU53YjZGMGhrVXpEZ1BNTTFUUHBjb01DZU1Hc1pvNzR1Q3RkRGJUSWV0NW1mXzhFUlFiVFV3OC0xUQ?oc=5,,,UNKNOWN affecting systems in Security Operations.
18,RISK-OUTAGE_NETWORK-NETWORK-C79A7C5B,CL-000211,Network outage disrupts connectivity to critical services,Technology,Cloud Infrastructure,OUTAGE_NETWORK,network,15,3,5,8,15,Weak,High,True,INC-0005,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Cloud Infrastructure. Evidence window: 2026-04-28 to 2026-04-28 across 1 source(s). Representative sources: 2026 network outage report and internet health check - Network World,"OUTAGE_NETWORK affecting network can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-04-06,2026-04-06,Spiceworks,https://news.google.com/rss/articles/CBMijgFBVV95cUxObW9BN3lKdVB4SXhxRF9vbUpnQWt2eTVxS2Q3QUxTUy1ONlM1NWtOdlE2SUxDVUpHdUdOQUZ3aGRfRWRpcHJQcVFSRVRwajI1aTFGLVR2UlBYZy1oVlR6Mjk2SDRVUUJiMUJuQU5NUWhfSHVBdDFHbS1qanVaSDZlYkxIc29YOC1pMHhiVGVR?oc=5,,,UNKNOWN affecting UNKNOWN in Physical Infrastructure.
19,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000014,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-04-30 to 2025-04-30 across 1 source(s). Representative sources: Don’t blame renewables for Spain’s power outage - Reuters,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2024-10-06,2024-10-06,SECURITY.COM,https://news.google.com/rss/articles/CBMifkFVX3lxTE1wWHlLc0dWbHRjdXJEcVdmTjQ3dnpJbUlYcVMyQzJlanZpdERPRmJYZUJuQmtnd1M0MDBSNVZlUjJrY1pqdFZnekRnOC1VcFZRLXhtMUI2b0lHRTlvU3dJQXNHcGRhcVJPOTMxZHVsbWw1LUJlZk1PYXAxS0FqUQ?oc=5,,,UNKNOWN affecting UNKNOWN in Security Operations.
20,RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000020,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Cloud Infrastructure. Evidence window: 2025-06-12 to 2025-06-12 across 1 source(s). Representative sources: Cloudflare service outage June 12, 2025 - The Cloudflare Blog","OUTAGE_APPLICATION affecting applications can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2025-04-30,2025-04-30,Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxOTy1uSkIxQkNWLUdyVTBWNmk5eUJRWU43cnBoQmNIa0pUdEtjOWwyRkJMaG1lMlVkU3hrQ2xlN2NNd2x5Q2wzRVFfTFBDelpzcVNoSk11c3ZOaks1MlN2bFlwb2xyTi1oTGdUbmxsSHRZSFZmQjZtZEdIbHpJa1Q3bHdYczJvbmJ3QkEwSTlUY0FaU25OcjZtcG1BT3p4QlI1TlE?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Identity & Access Management.
21,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000024,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-07-04 to 2025-07-04 across 1 source(s). Representative sources: Prague at standstill after huge power outage hits the Czech Republic - AOL.com,"OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-06-12,2025-06-12,CNBC,https://news.google.com/rss/articles/CBMioAFBVV95cUxNaWNub3dBXzBPR1BRTGFvWUk5ZDF0Q2ZLQlBMZVJFSjFZZHR2dVMzSzZWQ2Mxc3BLT2JYMGFXc1hmRlNuaEd3VWtNRXlNbS1NejJDQkhPa0tRejlDbGhvRzRqMUxuSHZOZjVURlVuZGplMUFFSjJZYlFFSEY3ZnczODkxZ1RlNEZEOHJqVXVWVXgxOE5DTGFTYXVYUTZJMTls0gGmAUFVX3lxTE5xMW94RVlxbFNpQkZCSmpReXhlWUFYb3prcmZndkhxd2dSZmYtd2xBTDlINk8wcjJVVmxkcmFRWXBldTRjTXpKa2RRUkpnaEJSZ3ZqLUZsSTh1Q0ppTHZuMk44MWZKWXQ3SGlyZkxKYXZjTGZma0lpbkpJTjdZdGRqaDhIbE1qVGx2aG5ZcllWOWdLd0xpZlR0LWstUmEzNkRBR3JxSHc?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Identity & Access Management.
