risk_id,cluster_id,event_type,primary_asset_or_service,evidence_ids,title,risk_category,business_function,assets_or_services,scenario,evidence_strength,likelihood_baseline,impact_baseline,risk_score_baseline,internal_signals_used,internal_outage_refs,likelihood_adjusted,impact_adjusted,risk_score_adjusted,confidence,availability_impact,financial_impact,regulatory_impact,reputation_impact,safety_impact,impact_narrative,existing_controls,control_gaps,recommended_actions,framework_mapping,owner_suggested,score_rationale,executive_summary,last_updated
RISK-UNKNOWN-UNKNOWN-24798EA0,CL-000011,UNKNOWN,UNKNOWN,EV-9B9451E02B,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,"If UNKNOWN occurs, Network Infrastructure may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000011. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Network Infrastructure. Evidence window: 2024-04-08 to 2024-04-08 across 1 source(s). Representative sources: Major data center power failure (again): Cloudflare Code Orange tested - The Cloudflare Blog,2026-04-08T19:05:56
RISK-OUTAGE_APPLICATION-APPLICATIONS-7886056C,CL-000012,OUTAGE_APPLICATION,applications,EV-27B4130D5B,Critical application outage disrupts business operations,Technology,Network Infrastructure,applications,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Weak,2,4,8,False,,,,,Low,5,3,2,3,1,"OUTAGE_APPLICATION affecting applications can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000012. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.",Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Network Infrastructure. Evidence window: 2024-05-31 to 2024-05-31 across 1 source(s). Representative sources: Week’s Second London Data Center Outage Disrupts Connectivity - Data Center Knowledge,2026-04-08T19:05:56
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000013,OUTAGE_APPLICATION,applications,EV-C6CF69A345,Critical application outage disrupts business operations,Technology,Supplier Integration,applications,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Weak,2,4,8,False,,,,,Low,5,3,2,3,1,"OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000013. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.",Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2024-07-19 to 2024-07-19 across 1 source(s). Representative sources: POWER OUTAGE: Updates of the global situation - International Airport Review,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000014,UNKNOWN,UNKNOWN,EV-4EBD08F352,UNKNOWN risk affects Security Operations,Technology,Security Operations,UNKNOWN,"If UNKNOWN occurs, Security Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000014. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Security Operations. Evidence window: 2024-10-06 to 2024-10-06 across 1 source(s). Representative sources: Ukraine: Disk-wiping Attacks Precede Russian Invasion - SECURITY.COM,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000015,UNKNOWN,UNKNOWN,EV-E4075E5E1F,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,"If UNKNOWN occurs, Compliance & Governance may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000015. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-02-17 to 2025-02-17 across 1 source(s). Representative sources: 9 Regulations Reshaping Global Logistics: Here’s How to Decode Them - Inbound Logistics,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000016,UNKNOWN,UNKNOWN,EV-E0AF77E9D5,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,"If UNKNOWN occurs, Distribution Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000016. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-02-25 to 2025-02-25 across 1 source(s). Representative sources: RFID Solutions Attract Attention for Medication Inventory Management - American Hospital Association,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000017,UNKNOWN,UNKNOWN,EV-A67EFD9D7D,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,"If UNKNOWN occurs, Distribution Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000017. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-03-20 to 2025-03-20 across 1 source(s). Representative sources: Honeywell and Corvus Robotics Partner to Automate Warehouse Inventory Tracking - Dronelife,2026-04-08T19:05:56
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000018,OUTAGE_APPLICATION,applications,EV-97455A7F82,Critical application outage disrupts business operations,Technology,Identity & Access Management,applications,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Weak,2,4,8,False,,,,,Low,5,3,2,3,1,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000018. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.",Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-04-29 to 2025-04-29 across 1 source(s). Representative sources: Oracle Health data center maintenance triggered EHR outage at CHS - Healthcare IT News,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-AD10A240,CL-000019,UNKNOWN,UNKNOWN,EV-63EA9D47B6,UNKNOWN risk affects Physical Infrastructure,Technology,Physical Infrastructure,UNKNOWN,"If UNKNOWN occurs, Physical Infrastructure may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000019. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Physical Infrastructure. Evidence window: 2025-04-29 to 2025-04-29 across 1 source(s). Representative sources: UPS CEO issues grim delivery warning as service cuts 20k jobs & closes 17 sites - the-sun.com,2026-04-08T19:05:56
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000020,OUTAGE_APPLICATION,applications,EV-D6D7D121D7,Critical application outage disrupts business operations,Technology,Identity & Access Management,applications,"If a critical application becomes unavailable, dependent business processes are disrupted, increasing delays and manual workarounds.",Weak,2,4,8,False,,,,,Low,5,3,2,3,1,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",,,Add high-availability design or failover | Improve monitoring and alerting | Validate recovery procedures through tests,NIST CP-2; NIST CP-10; ISO22301 8.4,,"Derived from incident cluster CL-000020. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_APPLICATION.",Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-04-30 to 2025-04-30 across 1 source(s). Representative sources: Don’t blame renewables for Spain’s power outage - Reuters,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000021,UNKNOWN,UNKNOWN,EV-7C3D0CF5BF,UNKNOWN risk affects Security Operations,Technology,Security Operations,UNKNOWN,"If UNKNOWN occurs, Security Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000021. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Security Operations. Evidence window: 2025-05-03 to 2025-05-03 across 1 source(s). Representative sources: Malicious Go Modules Deliver Disk-Wiping Linux Malware in Advanced Supply Chain Attack - The Hacker News,2026-04-08T19:05:56
RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000022,DESTRUCTIVE_CYBER_ATTACK,systems,EV-DC00DEDFF8,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,systems,"If DESTRUCTIVE_CYBER_ATTACK occurs, Security Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"DESTRUCTIVE_CYBER_ATTACK affecting systems can disrupt Security Operations, causing operational delays and recovery complications.",,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,,"Derived from incident cluster CL-000022. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for DESTRUCTIVE_CYBER_ATTACK.",Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations. Evidence window: 2025-05-06 to 2025-05-06 across 1 source(s). Representative sources: Linux wiper malware hidden in malicious Go modules on GitHub - BleepingComputer,2026-04-08T19:05:56
RISK-UNKNOWN-ERP-D930965F,CL-000023,UNKNOWN,erp,EV-B485D27EE2,UNKNOWN risk affects Order Processing,Technology,Order Processing,erp,"If UNKNOWN occurs, Order Processing may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting erp can disrupt Order Processing, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000023. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting erp in Order Processing. Evidence window: 2025-06-04 to 2025-06-04 across 1 source(s). Representative sources: 12 notable ERP implementation failures and why they failed - TechTarget,2026-04-08T19:05:56
RISK-OUTAGE_CLOUD_REGION-CLOUD-D84B5CE9,CL-000024,OUTAGE_CLOUD_REGION,cloud,EV-4E8E7CB72A,Cloud region outage disrupts hosted workloads,Technology,Identity & Access Management,cloud,"If a cloud region becomes unavailable, dependent applications may experience outages until failover or recovery is completed.",Weak,2,4,8,False,,,,,Low,5,4,2,3,1,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Identity & Access Management, causing operational delays and recovery complications.",,,Implement multi-region failover for critical services | Run regional outage game days | Validate recovery runbooks,NIST CP-10; NIST CP-2; ISO22301 8.4,,"Derived from incident cluster CL-000024. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for OUTAGE_CLOUD_REGION.","Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Identity & Access Management. Evidence window: 2025-06-12 to 2025-06-12 across 1 source(s). Representative sources: Google suffers cloud outage, causing disruptions for OpenAI, Shopify and other services - CNBC",2026-04-08T19:05:56
RISK-SECURITY_RANSOMWARE-UNKNOWN-E4D0CC4D,CL-000025,SECURITY_RANSOMWARE,UNKNOWN,EV-F89CB6472F,Ransomware disrupts operations and recovery capabilities,Cyber,Security Operations,UNKNOWN,"If ransomware compromises critical systems, operations may halt and recovery timelines may increase due to containment, restoration, and validation needs.",Weak,2,5,10,False,,,,,Low,5,4,3,4,1,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",,,Harden privileged access | Immutable backups + frequent restore testing | Improve incident response playbooks,NIST IR-4; NIST CP-9; NIST AC-2,,"Derived from incident cluster CL-000025. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for SECURITY_RANSOMWARE.",Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Security Operations. Evidence window: 2025-06-13 to 2025-06-13 across 1 source(s). Representative sources: Anubis: A Closer Look at an Emerging Ransomware with Built-in Wiper - www.trendmicro.com,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000026,UNKNOWN,UNKNOWN,EV-9CA0D7CC4E,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,"If UNKNOWN occurs, Order Processing may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000026. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2025-06-19 to 2025-06-19 across 1 source(s). Representative sources: Dundee University bosses quit after damning report into financial collapse - BBC,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-24798EA0,CL-000027,UNKNOWN,UNKNOWN,EV-38518225E0,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,"If UNKNOWN occurs, Network Infrastructure may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Network Infrastructure, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000027. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Network Infrastructure. Evidence window: 2025-06-21 to 2025-06-21 across 1 source(s). Representative sources: AI chip power demands push data centers to get creative - qz.com,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000028,UNKNOWN,UNKNOWN,EV-77D0D1CD26,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,"If UNKNOWN occurs, Distribution Operations may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000028. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-06-23 to 2025-06-23 across 1 source(s). Representative sources: Editorials: Top 16 Warehouse Automation Trends to Know | Cyngn - A3 Association for Advancing Automation,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000029,UNKNOWN,UNKNOWN,EV-B952B3FC2A,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,"If UNKNOWN occurs, Procurement & Supply Chain may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000029. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2025-06-24 to 2025-06-24 across 1 source(s). Representative sources: Russian Supplier of Military Microelectronics Halts Operations - Мілітарний,2026-04-08T19:05:56
RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000030,UNKNOWN,UNKNOWN,EV-1E29C6F863,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,"If UNKNOWN occurs, Order Processing may be disrupted.",Weak,2,3,6,False,,,,,Low,4,3,2,3,1,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",,,Review controls and implement appropriate mitigations,N/A,,"Derived from incident cluster CL-000030. Evidence strength=Weak, evidence_count=1, confidence=Low. Baseline likelihood/impact assigned using deterministic rubric for UNKNOWN.",Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2025-07-22 to 2025-07-22 across 1 source(s). Representative sources: How to get a risk management job in banking and finance - eFinancialCareers,2026-04-08T19:05:56
